,business_id,lending_business_id,decision_date,target,txn_flag,credit_size_3M,pos_size_1M,ratio_amt_credits_less_100_credits_grt_500_3M,median_credit_amt_1M,ratio_pos_size_1M_6M,median_pos_amt_3M,count_credits_grt_500_3M,loans_size_6M,ach_count_6M,pred_proba,odds,log_odds,Ext_IN1_score,Ext_IN1_bin
0,a2317f88-325b-43ee-9423-6c711856555b,01e38425-5486-4c95-b6b0-de5c57319255,2023-02-02,0,1.0,0.184337,-0.152312,0.045514,-0.119068,-0.164722,-0.127284,-0.000945,0.08126,-0.022101,0.5218049043069358,1.09119668730744,0.08727497227715914,594.141987400798,3
1,252c9a3f-338f-43fc-893f-87e4c8184e8c,166d62fb-70ed-4214-8a75-1223dfbbd06e,2023-03-15,0,1.0,0.184337,-0.152312,0.045514,0.550264,-0.164722,-0.127284,0.284561,-0.605012,-0.022101,0.5969294908762862,1.4809555086876167,0.39268749343509635,567.6932630685208,2
2,420bb9d6-c156-4e29-8060-420fa8753e7f,2c5dbbbc-327b-48ac-a737-73dc0c2a4d26,2023-03-07,0,1.0,1.294378,-0.152312,-0.112536,-0.444738,-0.164722,-0.25334,-0.450862,0.08126,-0.022101,0.23175879637947946,0.301674520043003,-1.1984065909974582,705.4820107803799,5
3,d9f1ffe7-f652-45ec-bdd6-5d530cf6a24a,588d7169-4d5c-4725-bc69-3e6d5e32d394,2023-02-15,0,1.0,1.294378,-0.152312,-0.112536,0.550264,-0.164722,-0.25334,-0.000945,0.08126,-0.022101,0.24005342044111297,0.3158819670988619,-1.1523866570109276,701.4966844971464,5
4,588127e8-c54e-42d0-955a-a22e64207a2f,4bbe29b6-f631-4146-829c-880d71809e26,2023-03-24,0,1.0,0.184337,-0.152312,-0.112536,0.550264,-0.164722,-0.25334,-0.000945,0.08126,-0.022101,0.43974986188500625,0.7849170075434156,-0.24217728966341542,622.6725532848518,4
5,c142c2f5-adc8-426b-bf14-255ef4296f1d,5538c2fe-3be4-45a8-bafb-7c5b40436b3d,2023-05-30,1,1.0,-0.484478,-0.152312,0.045514,-0.444738,0.141314,-0.127284,-0.000945,-0.605012,-0.022101,0.7169364299552802,2.5327753403308484,0.9293156739675744,521.221262634408,1
6,8898e047-6091-4f08-9186-b71a9684e027,e44bd27b-a39f-4a04-b753-388549bbd760,2023-05-15,1,1.0,0.184337,-0.152312,-0.112536,0.550264,-0.164722,-0.25334,-0.000945,0.08126,-0.022101,0.43974986188500625,0.7849170075434156,-0.24217728966341542,622.6725532848518,4
7,45fa4f2f-6e2c-447a-9151-456810dac0f4,01712b7a-552e-470b-abb1-1c7e40770348,2023-01-16,0,1.0,-1.056997,-0.152312,-0.112536,-0.444738,-0.164722,-0.25334,-0.450862,0.08126,-0.022101,0.6747327501573112,2.0743949797701324,0.7296695351517168,538.5106182558613,1
8,4a07a0f8-4740-4b7c-89c6-846e844c8661,1cb3b0d4-fe84-4402-a819-4f08fdfafb33,2023-02-23,0,1.0,-0.484478,-0.152312,0.045514,-0.119068,0.141314,-0.127284,-0.000945,0.08126,-0.022101,0.6289232616338998,1.6948603795622754,0.5276003654999986,556.0098083477002,1
9,433717bb-1b4a-4b08-ab98-237c1825be59,141c2035-9885-4e83-9d8e-380aa0fdbca1,2023-02-23,0,1.0,1.294378,1.699843,-0.112536,0.550264,0.141314,0.968955,0.284561,0.814805,-0.022101,0.04458957048617758,0.04667059214422411,-3.0646410312023797,867.0979133021261,5
10,cfd4cf54-637e-45a9-a14a-81f5e8c696bf,dbe60817-ddd0-409b-919e-1d09ca3ca4a5,2023-04-24,0,1.0,0.184337,0.159398,0.045514,-0.119068,0.141314,0.968955,0.284561,0.08126,-0.022101,0.4551670680198708,0.8354250290371054,-0.17981466682548886,617.2719501470874,3
11,7a0234ef-2f1e-4d20-a541-bdbcec2141fa,d3a1a2ae-76d2-4495-bed3-c383a3ced5a0,2023-04-22,0,1.0,-0.484478,-0.152312,0.045514,-0.119068,0.141314,-0.127284,-0.000945,0.08126,-0.022101,0.6289232616338998,1.6948603795622754,0.5276003654999986,556.0098083477002,1
12,a4f15690-8691-4705-95da-36517e139eb9,cd81e279-ddf1-4452-860a-7cf093444f11,2023-01-11,1,1.0,-1.056997,-0.152312,-0.112536,-0.119068,0.141314,-0.127284,-0.450862,0.08126,-0.022101,0.6208546182043773,1.6375106964616735,0.49317722069627024,558.9908526877031,2
13,34ef815c-eba6-4acb-a6f0-a5c9ece158e6,6b3e7079-6cc7-4103-8bb1-2c5c9455e888,2023-01-11,0,1.0,-0.484478,-0.152312,0.045514,-0.444738,-0.164722,-0.25334,-0.450862,0.08126,-0.022101,0.5925751255928029,1.4544402239922127,0.3746211008189585,569.2578126690782,2
14,9d42d1cd-c025-4c1b-8f82-bca435b31952,3e762df9-d698-4b40-8099-b747035e463d,2023-02-23,0,1.0,-1.056997,-0.152312,-0.112536,-0.444738,-0.164722,-0.25334,-0.450862,0.08126,-0.022101,0.6747327501573112,2.0743949797701324,0.7296695351517168,538.5106182558613,1
15,5e933d31-0619-44e5-a403-a2652bb44638,4eab6fac-15ae-4441-94b2-fed3ce66ce30,2023-01-25,0,1.0,-1.056997,-0.152312,-0.112536,-0.444738,-0.164722,-0.25334,-0.450862,0.08126,-0.022101,0.6747327501573112,2.0743949797701324,0.7296695351517168,538.5106182558613,1
16,ce9db10a-e386-430f-8739-a80a8a57f3f0,e3fc02ed-b96a-4543-8737-5aee1285099b,2023-03-27,1,1.0,1.294378,-0.152312,0.045514,-0.119068,-0.164722,-0.25334,-0.000945,-0.605012,0.149246,0.3808789306186194,0.6151929718676666,-0.48581928499824323,643.7719500808479,4
17,44ebabca-7481-4cf2-a111-4cb32df77916,c711e486-fa4e-46c3-9337-a41d0d453567,2022-11-30,0,1.0,1.294378,-0.152312,0.045514,0.550264,-0.164722,0.968955,0.284561,0.814805,0.149246,0.22735825348757294,0.2942608971283642,-1.2232884999561455,707.6367840962023,5
18,4b4564e0-a087-48a3-8da5-dad0096840e8,9cb1e5a4-1860-4c77-9477-c2747c1f09bb,2023-03-11,0,1.0,0.184337,-0.152312,0.045514,0.550264,-0.164722,-0.127284,-0.000945,0.08126,-0.022101,0.46412104066624,0.8660930469135526,-0.14376293171852136,614.149869886824,3
19,7ca25767-83d0-4ed3-bec0-f58d6937d531,ab4e6aa6-1ec3-4459-9c28-068f2e5185ff,2023-02-21,0,1.0,0.184337,-0.152312,0.045514,0.550264,-0.164722,-0.25334,-0.000945,0.08126,-0.022101,0.4681002242846099,0.8800534342302145,-0.12777265263716006,612.7651117183781,3
20,616bce3d-0744-4dca-9211-8b9d0cceb609,b7d7dfc9-6448-4b21-9dee-3e2a57a9a595,2023-03-02,0,1.0,0.184337,0.159398,0.045514,0.550264,1.140227,-0.127284,0.284561,0.08126,-0.022101,0.34873637501033944,0.5354765130877315,-0.6245982498363485,655.7902084358278,4
21,33f46d90-8d7f-451a-b0c6-4bc1aad6ae1d,9d51f793-3fda-4cec-884a-f9f8cc2befe4,2023-03-14,0,1.0,-1.056997,-0.152312,-0.112536,-0.444738,-0.164722,-0.127284,-0.450862,0.08126,-0.022101,0.6712136306095463,2.0414886172256113,0.7136792560703554,539.8953764243073,1
22,62d94531-c035-49f4-9c4b-08ab8798e6e8,b8bb4861-9bf0-437f-b214-87eaf9014f55,2023-02-16,0,1.0,-0.484478,-0.152312,0.045514,-0.119068,0.141314,-0.127284,-0.000945,0.08126,-0.022101,0.6289232616338998,1.6948603795622754,0.5276003654999986,556.0098083477002,1
23,0e8ccf7c-5f1e-4145-8626-b75e030c7620,bcbfcfd7-fa40-4f98-91b2-f94dc5983cc2,2022-12-07,0,1.0,0.184337,-0.152312,0.045514,-0.119068,0.141314,-0.127284,-0.000945,0.08126,-0.022101,0.4947968573439899,0.9794017803267987,-0.02081332194265133,603.5024336802337,3
24,ab75838d-b50b-4cc2-9331-12579d6b77f0,06653f8d-e0c3-49a4-80ac-85872e3cd212,2023-02-17,0,1.0,0.184337,-0.152312,0.045514,-0.119068,0.141314,-0.127284,-0.000945,0.814805,-0.022101,0.418230143410561,0.7188927694920266,-0.3300430707810647,630.2817299296403,4
25,757435c1-0c69-4c90-938b-45b2583ab119,5ab21965-14ff-41ad-bda4-4bc2b9d815aa,2023-05-17,0,1.0,0.184337,-0.152312,0.045514,-0.444738,-0.164722,-0.25334,-0.000945,0.08126,-0.022101,0.5537116985352278,1.2407040397829814,0.21567899251279543,583.022199248392,2
26,8adcdc28-5fac-456e-a524-c009759403b9,3d960cfc-4cab-4a22-9022-5c27ea815441,2023-03-28,0,1.0,0.184337,-0.152312,0.045514,-0.444738,-0.164722,-0.25334,-0.000945,0.08126,-0.022101,0.5537116985352278,1.2407040397829814,0.21567899251279543,583.022199248392,2
27,802dde92-c6e8-4c9e-b828-7346c156a216,e480cf1a-6e15-483e-b606-cb7ebba436d6,2023-01-14,0,1.0,0.184337,-0.152312,0.045514,0.550264,-0.164722,-0.25334,-0.000945,0.08126,-0.022101,0.4681002242846099,0.8800534342302145,-0.12777265263716006,612.7651117183781,3
28,5cd7cf30-506f-4a77-8211-fb2bfef0d5ba,6ca1d0ea-08f5-43ae-a54b-d07de1ec4711,2023-02-08,0,1.0,0.184337,-0.152312,0.045514,-0.444738,-0.164722,-0.25334,-0.000945,0.08126,-0.022101,0.5537116985352278,1.2407040397829814,0.21567899251279543,583.022199248392,2
29,07571fcb-ba17-4e0a-a927-b4a4e81aa5fe,ad3fcab4-ad92-4eac-9476-241062d54677,2023-01-25,0,1.0,-1.056997,-0.152312,-0.112536,-0.444738,-0.164722,-0.25334,-0.450862,0.08126,-0.022101,0.6747327501573112,2.0743949797701324,0.7296695351517168,538.5106182558613,1
30,829a6684-2f44-465b-a829-7c9de32d3b93,cf50a9fd-da14-4760-b35a-a60a2f918b1f,2023-02-16,0,1.0,0.184337,1.699843,0.045514,-0.444738,0.141314,0.968955,-0.000945,0.08126,-0.022101,0.1632155909602725,0.19505094645295143,-1.63449449068056,743.2472228929365,5
31,24218e12-b378-4d17-8794-9437f78126c5,5af3e701-e365-4fd0-9f39-6f38b2809529,2023-02-16,0,1.0,0.184337,-0.152312,0.045514,-0.119068,0.141314,-0.127284,-0.000945,0.08126,-0.022101,0.4947968573439899,0.9794017803267987,-0.02081332194265133,603.5024336802337,3
32,9d39eda4-053d-4344-abe1-28af62fd6e0c,81d44e1c-5fc1-4ae2-80cb-0cf0a71987df,2023-02-01,0,1.0,1.294378,-0.152312,0.045514,-0.444738,-0.164722,-0.25334,0.284561,0.814805,-0.022101,0.3193824487993319,0.46925391247391984,-0.7566112658328137,667.2225356211217,4
33,b0220863-70a0-436f-bd79-7ca2cf68d711,23e3f1dc-5cab-43b4-95f7-85045e67da31,2023-02-05,0,1.0,-0.484478,-0.152312,0.045514,-0.444738,0.141314,-0.127284,-0.000945,0.08126,-0.022101,0.6547566494278321,1.8965076324937504,0.6400141066542734,546.27477836374,1
34,b5f1af5b-c678-4680-8189-a33d2b70c9e2,7292e992-525e-49ce-ba84-2c315780b6aa,2023-02-02,0,1.0,0.184337,-0.152312,0.045514,-0.444738,-0.164722,-0.25334,-0.000945,-0.605012,0.149246,0.6310685928865415,1.710530957025481,0.5368038235035437,555.2127888845931,1
35,1623f78b-1b16-4032-946f-283bdcf6c182,7a946b20-3e33-4f94-b4d3-03e132cf4f30,2022-12-08,1,1.0,-1.056997,-0.152312,0.045514,-0.444738,-0.164722,-0.127284,-0.450862,0.08126,-0.022101,0.695949626728865,2.2889287036271986,0.8280838930966103,529.9879348578336,1
36,7f7b016a-cf50-48f9-9e67-736779fac52e,ef1df9cf-8f9b-4526-876c-252c88a55a65,2023-02-28,0,1.0,0.184337,-0.152312,0.045514,0.550264,-0.164722,-0.25334,-0.000945,-0.605012,-0.022101,0.5402946541108155,1.175306441272183,0.16152891467614067,587.7115959890463,2
37,32dbd3d6-3e88-4e5f-9628-7d726dd94323,cb323283-4385-47bb-8af1-1595678d64f9,2023-03-14,0,1.0,0.184337,-0.152312,0.045514,-0.119068,-0.164722,-0.127284,-0.000945,-0.605012,-0.022101,0.5930471412774665,1.4572870753116267,0.37657653959046,569.0884716714662,2
38,1ae5e987-6009-490e-98ff-c1fc3be4cbb6,440f82f2-2c16-4905-9580-6ec1e5e6d29d,2023-03-15,0,0.0,0.184337,0.159398,0.045514,-0.119068,0.141314,-0.127284,-0.000945,-0.605012,-0.022101,0.5003491539974865,1.001397591939571,0.0013966162169584686,601.5790530356114,3
39,22c81f85-b3c2-4107-88de-c092d7ed7dcb,4cfaa97e-4fb3-4cef-bb00-0199d496a991,2023-01-20,1,1.0,0.184337,-0.152312,0.045514,-0.119068,0.141314,-0.127284,-0.000945,0.08126,-0.022101,0.4947968573439899,0.9794017803267987,-0.02081332194265133,603.5024336802337,3
40,fb173df2-cae7-4ae6-b099-48721424e724,f82ed64a-1aa6-4d47-ac94-f995b8a69dc5,2023-03-06,0,1.0,-1.056997,-0.152312,-0.112536,-0.444738,0.141314,-0.127284,-0.450862,0.08126,-0.022101,0.6469343860413099,1.8323347289124665,0.6055909618505455,549.2558227037428,1
41,7d7d4382-7050-4188-8d6e-8c4b5ad30fb3,a2f3f73e-26d7-4d4d-9b4e-96eaea703322,2023-01-16,0,1.0,-0.484478,-0.152312,0.045514,-0.119068,-0.164722,-0.25334,-0.000945,-0.605012,-0.022101,0.7192976725273021,2.562492726738305,0.940980506114471,520.2110881704868,1
42,930770b5-698c-4b98-90e9-99e1cc21e73f,2582f4c5-7d10-4ade-b6f7-59393ca4551f,2023-01-19,0,1.0,0.184337,1.699843,0.045514,-0.119068,1.140227,-0.127284,0.284561,0.08126,-0.022101,0.15270964676201668,0.18023295813344903,-1.7135050530096974,750.0895375906398,5
43,8767f20c-5a8e-4aa3-9952-a964c8b5575b,49ee5be1-7ea1-411a-ade4-4f7f28296b59,2023-02-15,0,1.0,0.184337,0.159398,0.045514,0.550264,0.141314,-0.127284,0.284561,0.08126,-0.022101,0.4324667244478025,0.762011221327986,-0.27179399725170683,625.2373601619979,4
44,ec87edc1-9ecb-4159-9c12-eb93770e460c,dffbc9b9-a658-462f-864c-ce4cb8e96723,2023-03-17,0,1.0,1.294378,0.159398,0.045514,0.550264,0.141314,0.968955,0.284561,0.08126,-0.022101,0.21064166889672356,0.2668517713651192,-1.3210619381686812,716.1039638454079,5
45,e02b25c4-7cbd-452b-af70-5f560d0ad2ba,271ccc59-3e0a-4654-968d-d60f5f86c1c9,2023-02-16,1,1.0,-1.056997,-0.152312,0.045514,-0.444738,0.141314,-0.127284,-0.000945,0.08126,-0.022101,0.7520297636070677,3.0327420522171282,1.1094671780132868,505.6201423840494,1
46,5a740c4c-94f1-48c9-b7a2-5b1747eb870f,11e26497-4c56-48b6-9b2b-4181f23d6320,2023-03-02,0,0.0,0.184337,0.159398,0.045514,-0.119068,0.141314,-0.127284,-0.000945,-0.605012,-0.022101,0.5003491539974865,1.001397591939571,0.0013966162169584686,601.5790530356114,3
47,c037cf47-e730-463b-af87-9c5f4746972b,676a3631-32b4-4880-8265-f64028cbb0d3,2023-01-30,0,0.0,0.184337,0.159398,0.045514,-0.119068,0.141314,-0.127284,-0.000945,-0.605012,-0.022101,0.5003491539974865,1.001397591939571,0.0013966162169584686,601.5790530356114,3
48,25525003-6afb-42a1-b597-8194ef16baae,9eed047b-b70b-48a3-8793-f2c31607d7cc,2023-03-11,0,1.0,0.184337,-0.152312,-0.112536,0.550264,-0.164722,-0.25334,-0.000945,0.08126,-0.022101,0.43974986188500625,0.7849170075434156,-0.24217728966341542,622.6725532848518,4
49,1561d8cf-8ed4-44f9-8880-34c51392b63c,81d5c3f6-df9d-4320-82a0-d582382c7d68,2023-05-24,0,1.0,0.184337,-0.152312,0.045514,-0.119068,1.140227,-0.127284,0.284561,-0.605012,-0.022101,0.5406185038893384,1.176839965184639,0.16283285062632427,587.5986751357603,2
50,7c3e3779-5fc6-436e-882f-665620cf5592,a6c0e21c-a2be-4bf0-b50f-ec32e7d1a8af,2023-04-13,0,1.0,-0.484478,-0.152312,0.045514,-0.444738,-0.164722,-0.25334,-0.450862,0.08126,-0.022101,0.5925751255928029,1.4544402239922127,0.3746211008189585,569.2578126690782,2
51,830bb334-3fba-4de7-9124-cb6de0cef4b3,4ec68fdc-8a7e-4b20-adf8-74b5be15ea79,2023-04-11,0,1.0,0.184337,0.159398,0.045514,-0.119068,0.141314,0.968955,-0.000945,-0.605012,0.149246,0.47356499867260926,0.8995697426624915,-0.10583869367505648,610.8656308722599,3
52,48897f91-1c4f-4d4c-8e97-8b463fae9510,cab150d3-7c94-4a58-9871-4341f1b7276d,2023-02-22,0,1.0,0.184337,-0.152312,0.045514,-0.119068,-0.164722,-0.127284,-0.000945,0.08126,0.149246,0.529739414342426,1.1264805737475991,0.1190982359546063,591.3860927663311,3
53,3aeb5029-47dc-4e3e-abc5-44bd60bc03c7,2a9f748a-f007-443a-89be-8ea2f9715f3b,2023-02-23,1,1.0,-1.056997,-0.152312,-0.112536,-0.444738,-0.164722,-0.25334,-0.450862,-0.605012,-0.022101,0.7347721342521825,2.7703428980980993,1.018971102465018,513.4571025265295,1
54,a29f50d5-e8be-4350-8608-eddb27b5a1e3,b4a9a813-ffe6-4ea4-97b2-4e80cf18cdd5,2023-01-11,0,1.0,-0.484478,-0.152312,0.045514,-0.119068,0.141314,-0.127284,-0.000945,-0.605012,0.149246,0.7002996549891934,2.336666162209263,0.8487251964907465,528.2003979839014,1
55,e05bd07e-1c16-4186-81fc-1d22d6e4d7f8,a7a23976-6c1d-44b5-8743-987ddf88c13a,2023-03-03,0,1.0,1.294378,-0.152312,0.045514,-0.119068,-0.164722,0.968955,0.284561,-0.605012,-0.022101,0.39519123181733506,0.6534151827937439,-0.42554254348619824,638.5519842659048,4
56,acfea886-876f-48d8-afa8-8b8048548536,9b5d9389-5f83-4e7f-9e75-d811f01b28a5,2023-03-17,0,1.0,0.184337,-0.152312,0.045514,-0.119068,-0.164722,-0.127284,0.284561,0.08126,0.149246,0.5905518336830295,1.4423115848706949,0.366247093794923,569.9830016773598,2
57,fe11ecb2-546b-4401-99f2-f83593233b7e,116c1ad7-12f9-4cbd-ab15-67e5360fa45f,2023-03-16,0,1.0,0.184337,-0.152312,-0.112536,0.550264,-0.164722,-0.25334,-0.000945,0.08126,-0.022101,0.43974986188500625,0.7849170075434156,-0.24217728966341542,622.6725532848518,4
58,c0355d58-859e-4ce2-b4e3-d9ad71842ca8,6225c515-9d91-4024-a66b-cc4bb7189db1,2023-04-07,0,1.0,1.294378,-0.152312,0.045514,0.550264,-0.164722,0.968955,0.284561,0.814805,-0.022101,0.2218165225129188,0.285043988892197,-1.2551117636335927,710.3926787306691,5
59,dbcd200f-6db6-475a-aff5-a85e85ab5b97,8b609cd5-eda6-451e-b8f8-ff8edeee9897,2023-05-04,0,1.0,0.184337,-0.152312,0.045514,-0.119068,-0.164722,-0.25334,-0.000945,-0.605012,0.149246,0.6045332792980234,1.528657779913671,0.4243900823492687,564.9478188685533,2
60,fb68cd4e-9506-4668-9381-d08bfea82317,48989eae-5001-404d-9100-f0576477f1a9,2023-01-24,1,1.0,0.184337,-0.152312,-0.112536,0.550264,-0.164722,-0.25334,-0.000945,0.08126,-0.022101,0.43974986188500625,0.7849170075434156,-0.24217728966341542,622.6725532848518,4
61,ad6261fb-477f-4502-8d32-6509c31fed3d,12d2605b-ec27-4099-82c9-04cc6642bffa,2022-12-05,1,1.0,0.184337,-0.152312,0.045514,0.550264,-0.164722,-0.25334,-0.000945,0.08126,-0.022101,0.4681002242846099,0.8800534342302145,-0.12777265263716006,612.7651117183781,3
62,37a5d52b-6c88-469f-96ff-27cf01e22076,610af1a8-74bd-432e-b668-a401129b2cc5,2023-04-21,0,1.0,0.184337,-0.152312,0.045514,-0.444738,-0.164722,0.968955,-0.450862,0.08126,-0.022101,0.4185225455025425,0.7197571329128333,-0.32884143927451454,630.177668641173,4
63,57b55b19-d1b8-4df8-95d2-e6c4e624c513,fd9bc424-8c40-481e-97dd-2e9a62e983a8,2023-01-17,0,1.0,-1.056997,-0.152312,0.045514,-0.444738,-0.164722,-0.25334,-0.450862,0.08126,-0.022101,0.6993225893105378,2.3258235053540286,0.8440741721779721,528.6031766893876,1
64,fb917bc0-6e41-4ce6-9b64-046edd3bf870,51b167e8-53a9-4ae8-97c9-189302bd6eec,2023-02-22,0,1.0,0.184337,-0.152312,0.045514,-0.119068,-0.164722,-0.25334,0.284561,0.08126,-0.022101,0.5867179957160039,1.4196553192111103,0.3504141091988365,571.3541381433809,2
65,4840389e-781f-4b09-97c3-d8a940e3c10c,9ca4efd9-8d01-4963-a481-ebace1ac3537,2023-04-15,1,1.0,0.184337,-0.152312,0.045514,-0.444738,0.141314,-0.127284,-0.000945,-0.605012,-0.022101,0.5940906326828039,1.4636041454509092,0.3809019865249252,568.7138879669416,2
66,97656f70-5038-4f29-af8a-eb15450e9736,c48928ea-759f-42f6-9b6e-5a38a32ad2ea,2023-04-07,0,1.0,0.184337,-0.152312,0.045514,0.550264,-0.164722,0.968955,-0.000945,0.08126,-0.022101,0.42976218261601096,0.7536542991616706,-0.28282150528798394,626.1923423579394,4
67,6a0b4414-50b3-460d-9b3d-47af8a5bd97d,9ebbff04-5c87-4510-89a2-3d03bdb3d5df,2023-03-22,0,1.0,0.184337,-0.152312,0.045514,0.550264,0.141314,-0.127284,-0.000945,0.08126,-0.022101,0.4373679018865373,0.7773603805276248,-0.25185122593833176,623.5103161662596,4
68,cd41adc5-d9d1-4a79-8915-dcef185a8e38,bbf0b0cc-2d45-4fe8-b421-16e624596183,2023-01-23,0,1.0,0.184337,0.159398,0.045514,0.550264,0.141314,0.968955,0.284561,0.08126,-0.022101,0.3987077082919206,0.6630846824251135,-0.4108525708211694,637.2798326331133,4
69,af7fa1fa-4dc6-418a-8276-f1ea17dace21,52db68fe-921b-4a36-985f-6be6ffe49e3f,2023-06-01,0,1.0,-1.056997,-0.152312,-0.112536,-0.444738,-0.164722,-0.25334,-0.450862,0.08126,-0.022101,0.6747327501573112,2.0743949797701324,0.7296695351517168,538.5106182558613,1
70,dcb9e26b-020d-4bcf-a6a7-9d759eacbe39,de48be80-a14f-45ec-b8e2-c6472d5ae500,2023-03-20,0,1.0,1.294378,-0.152312,-0.112536,0.550264,-0.164722,-0.25334,-0.000945,0.08126,-0.022101,0.24005342044111297,0.3158819670988619,-1.1523866570109276,701.4966844971464,5
71,c0c2f38c-9e1e-425f-9f0c-98f518b9774e,5417dd8a-7422-477f-afcd-7c3ee2b5a676,2023-04-27,0,1.0,0.184337,-0.152312,-0.112536,0.550264,-0.164722,-0.25334,-0.000945,0.08126,-0.022101,0.43974986188500625,0.7849170075434156,-0.24217728966341542,622.6725532848518,4
72,66df8d08-dc45-4668-9ac4-ae8522b769f4,60a0765d-c18c-45ef-a51c-df4a91ef9519,2023-02-18,0,1.0,1.294378,-0.152312,0.045514,-0.119068,0.141314,-0.127284,0.284561,0.814805,-0.022101,0.2702994984639153,0.37042526063078035,-0.9931035802882603,687.7027700529634,4
73,01faa048-17cc-43d5-8ae9-2d4825ca2016,6f8efe59-314f-451f-a4e7-2a0426de2d28,2023-02-20,1,1.0,0.184337,-0.152312,0.045514,0.550264,-0.164722,0.968955,0.284561,-0.605012,-0.022101,0.5630694992778709,1.2886935069702568,0.25362891986563385,579.7357355396362,2
74,416d0695-5f0f-4d37-88d8-53ecad0b1f5f,fe14006a-6546-43a3-a1a6-88c4993f8f3f,2023-04-25,0,1.0,0.184337,-0.152312,0.045514,-0.119068,0.141314,-0.127284,-0.000945,0.08126,-0.022101,0.4947968573439899,0.9794017803267987,-0.02081332194265133,603.5024336802337,3
75,e7d91dd2-85dd-4414-9cd4-1430f1e5707f,93ba54d5-f00d-41a8-bffc-d3197eb1f12d,2023-03-03,0,1.0,0.184337,1.699843,0.045514,0.550264,1.140227,-0.127284,0.284561,0.08126,-0.022101,0.12514961331345653,0.14305258958329442,-1.9445429570053778,770.0974200766657,5
76,8f190739-5620-48a2-8fee-d0cfeefc2320,70f8fd2f-97bf-43e4-bcc6-ec169846a34a,2023-01-11,0,1.0,0.184337,-0.152312,0.045514,-0.119068,-0.164722,-0.25334,-0.000945,0.08126,-0.022101,0.5257933958000086,1.1087854769273966,0.10326525135851986,592.7572292323522,3
77,0c2ddbc8-900e-4ee6-932c-61ea6d942c92,5e1fd09d-d2f2-4d77-8245-c21f788b4055,2023-03-09,0,1.0,-1.056997,0.159398,0.045514,-0.119068,0.141314,-0.127284,-0.000945,-0.605012,-0.022101,0.7348290890166236,2.7711527116286523,1.019263375018621,513.4317917233875,1
78,08271739-f0d2-4849-ac41-ebb1743ab013,b37efc29-85e6-4e83-a214-35d14af3ad56,2023-03-08,0,1.0,0.184337,0.159398,-0.112536,0.550264,0.141314,0.968955,0.284561,0.08126,-0.022101,0.3716237466640621,0.5914032312506682,-0.5252572078474246,647.187274199587,4
